Text,Latitude,Longitude,Altitude,Type
1966,40.298889,-83.071944,2922,year
1967,40.298889,-83.071944,3287,year
1968,40.298889,-83.071944,3652,year
1969,40.298889,-83.071944,4018,year
1970,40.298889,-83.071944,4383,year
1958,42.139444,-83.178333,0,year
1959,42.139444,-83.178333,365,year
1960,42.139444,-83.178333,730,year
1961,42.139444,-83.178333,1096,year
1962,42.139444,-83.178333,1461,year
1963,42.139444,-83.178333,1826,year
1964,42.139444,-83.178333,2191,year
1965,42.139444,-83.178333,2557,year
1966,42.139444,-83.178333,2922,year
1967,42.139444,-83.178333,3287,year
1968,42.139444,-83.178333,3652,year
1969,42.139444,-83.178333,4018,year
1970,42.139444,-83.178333,4383,year
1958,42.242778,-83.618333,0,year
1959,42.242778,-83.618333,365,year
1960,42.242778,-83.618333,730,year
1961,42.242778,-83.618333,1096,year
1962,42.242778,-83.618333,1461,year
1963,42.242778,-83.618333,1826,year
1964,42.242778,-83.618333,2191,year
1965,42.242778,-83.618333,2557,year
1966,42.242778,-83.618333,2922,year
1967,42.242778,-83.618333,3287,year
1968,42.242778,-83.618333,3652,year
1969,42.242778,-83.618333,4018,year
1970,42.242778,-83.618333,4383,year
1958,41.063611,-80.055,0,year
1959,41.063611,-80.055,365,year
1960,41.063611,-80.055,730,year
1961,41.063611,-80.055,1096,year
1962,41.063611,-80.055,1461,year
1963,41.063611,-80.055,1826,year
1964,41.063611,-80.055,2191,year
1965,41.063611,-80.055,2557,year
1966,41.063611,-80.055,2922,year
1967,41.063611,-80.055,3287,year
1968,41.063611,-80.055,3652,year
1969,41.063611,-80.055,4018,year
1970,41.063611,-80.055,4383,year
1958,41.244444,-77.018611,0,year
1959,41.244444,-77.018611,365,year
1960,41.244444,-77.018611,730,year
1961,41.244444,-77.018611,1096,year
1962,41.244444,-77.018611,1461,year
1963,41.244444,-77.018611,1826,year
1964,41.244444,-77.018611,2191,year
1965,41.244444,-77.018611,2557,year
1966,41.244444,-77.018611,2922,year
1967,41.244444,-77.018611,3287,year
1968,41.244444,-77.018611,3652,year
1969,41.244444,-77.018611,4018,year
1970,41.244444,-77.018611,4383,year
1958,40.695266,-74.269078,0,year
1959,40.695266,-74.269078,365,year
1960,40.695266,-74.269078,730,year
1961,40.695266,-74.269078,1096,year
1962,40.695266,-74.269078,1461,year
1963,40.695266,-74.269078,1826,year
1964,40.695266,-74.269078,2191,year
1965,40.695266,-74.269078,2557,year
1966,40.695266,-74.269078,2922,year
1967,40.695266,-74.269078,3287,year
1968,40.695266,-74.269078,3652,year
1969,40.695266,-74.269078,4018,year
1970,40.695266,-74.269078,4383,year
1958,41.225833,-73.665,0,year
1959,41.225833,-73.665,365,year
1960,41.225833,-73.665,730,year
1961,41.225833,-73.665,1096,year
1962,41.225833,-73.665,1461,year
1963,41.225833,-73.665,1826,year
1964,41.225833,-73.665,2191,year
1965,41.225833,-73.665,2557,year
1966,41.225833,-73.665,2922,year
1967,41.225833,-73.665,3287,year
1968,41.225833,-73.665,3652,year
1969,41.225833,-73.665,4018,year
1970,41.225833,-73.665,4383,year
1958,40.348722,-74.066528,0,year
1959,40.348722,-74.066528,365,year
1960,40.348722,-74.066528,730,year
1961,40.348722,-74.066528,1096,year
1962,40.348722,-74.066528,1461,year
1963,40.348722,-74.066528,1826,year
1964,40.348722,-74.066528,2191,year
1965,40.348722,-74.066528,2557,year
1966,40.348722,-74.066528,2922,year
1967,40.348722,-74.066528,3287,year
1968,40.348722,-74.066528,3652,year
1969,40.348722,-74.066528,4018,year
1970,40.348722,-74.066528,4383,year
1958,40.761667,-73.329167,0,year
1959,40.761667,-73.329167,365,year
1960,40.761667,-73.329167,730,year
1961,40.761667,-73.329167,1096,year
1962,40.761667,-73.329167,1461,year
1963,40.761667,-73.329167,1826,year
1964,40.761667,-73.329167,2191,year
1965,40.761667,-73.329167,2557,year
1966,40.761667,-73.329167,2922,year
1967,40.761667,-73.329167,3287,year
1968,40.761667,-73.329167,3652,year
1969,40.761667,-73.329167,4018,year
1970,40.761667,-73.329167,4383,year
1958,41.123333,-73.346944,0,year
1959,41.123333,-73.346944,365,year
1960,41.123333,-73.346944,730,year
1961,41.123333,-73.346944,1096,year
1962,41.123333,-73.346944,1461,year
1963,41.123333,-73.346944,1826,year
1964,41.123333,-73.346944,2191,year
1965,41.123333,-73.346944,2557,year
1966,41.123333,-73.346944,2922,year
1967,41.123333,-73.346944,3287,year
1968,41.123333,-73.346944,3652,year
1969,41.123333,-73.346944,4018,year
1970,41.123333,-73.346944,4383,year
1958,33.533333,-7.583333,0,year
1959,33.533333,-7.583333,365,year
1960,33.533333,-7.583333,730,year
1961,33.533333,-7.583333,1096,year
1962,33.533333,-7.583333,1461,year
1963,33.533333,-7.583333,1826,year
1964,33.533333,-7.583333,2191,year
1965,33.533333,-7.583333,2557,year
1966,33.533333,-7.583333,2922,year
1967,33.533333,-7.583333,3287,year
1968,33.533333,-7.583333,3652,year
1969,33.533333,-7.583333,4018,year
1970,33.533333,-7.583333,4383,year
1958,33.895,-5.554722,0,year
1959,33.895,-5.554722,365,year
1960,33.895,-5.554722,730,year
1961,33.895,-5.554722,1096,year
1962,33.895,-5.554722,1461,year
1963,33.895,-5.554722,1826,year
1964,33.895,-5.554722,2191,year
1965,33.895,-5.554722,2557,year
1966,33.895,-5.554722,2922,year
1967,33.895,-5.554722,3287,year
1968,33.895,-5.554722,3652,year
1969,33.895,-5.554722,4018,year
1970,33.895,-5.554722,4383,year
1958,32.283333,-9.233333,0,year
1959,32.283333,-9.233333,365,year
1960,32.283333,-9.233333,730,year
1961,32.283333,-9.233333,1096,year
1962,32.283333,-9.233333,1461,year
1963,32.283333,-9.233333,1826,year
1964,32.283333,-9.233333,2191,year
1965,32.283333,-9.233333,2557,year
1966,32.283333,-9.233333,2922,year
1967,32.283333,-9.233333,3287,year
1968,32.283333,-9.233333,3652,year
1969,32.283333,-9.233333,4018,year
1970,32.283333,-9.233333,4383,year
1958,36.653889,3.058889,0,year
1959,36.653889,3.058889,365,year
1960,36.653889,3.058889,730,year
1961,36.653889,3.058889,1096,year
1962,36.653889,3.058889,1461,year
1963,36.653889,3.058889,1826,year
1964,36.653889,3.058889,2191,year
1965,36.653889,3.058889,2557,year
1966,36.653889,3.058889,2922,year
1967,36.653889,3.058889,3287,year
1968,36.653889,3.058889,3652,year
1969,36.653889,3.058889,4018,year
1970,36.653889,3.058889,4383,year
1958,35.696944,-0.633056,0,year
1959,35.696944,-0.633056,365,year
1960,35.696944,-0.633056,730,year
1961,35.696944,-0.633056,1096,year
1962,35.696944,-0.633056,1461,year
1963,35.696944,-0.633056,1826,year
1964,35.696944,-0.633056,2191,year
1965,35.696944,-0.633056,2557,year
1966,35.696944,-0.633056,2922,year
1967,35.696944,-0.633056,3287,year
1968,35.696944,-0.633056,3652,year
1969,35.696944,-0.633056,4018,year
1970,35.696944,-0.633056,4383,year
1958,36.4,10.616667,0,year
1959,36.4,10.616667,365,year
1960,36.4,10.616667,730,year
1961,36.4,10.616667,1096,year
1962,36.4,10.616667,1461,year
1963,36.4,10.616667,1826,year
1964,36.4,10.616667,2191,year
1965,36.4,10.616667,2557,year
1966,36.4,10.616667,2922,year
1967,36.4,10.616667,3287,year
1968,36.4,10.616667,3652,year
1969,36.4,10.616667,4018,year
1970,36.4,10.616667,4383,year
1958,36.85,10.316667,0,year
1959,36.85,10.316667,365,year
1960,36.85,10.316667,730,year
1961,36.85,10.316667,1096,year
1962,36.85,10.316667,1461,year
1963,36.85,10.316667,1826,year
1964,36.85,10.316667,2191,year
1965,36.85,10.316667,2557,year
1966,36.85,10.316667,2922,year
1967,36.85,10.316667,3287,year
1968,36.85,10.316667,3652,year
1969,36.85,10.316667,4018,year
1970,36.85,10.316667,4383,year
1958,34.74,10.76,0,year
1959,34.74,10.76,365,year
1960,34.74,10.76,730,year
1961,34.74,10.76,1096,year
1962,34.74,10.76,1461,year
1963,34.74,10.76,1826,year
1964,34.74,10.76,2191,year
1965,34.74,10.76,2557,year
1966,34.74,10.76,2922,year
1967,34.74,10.76,3287,year
1968,34.74,10.76,3652,year
1969,34.74,10.76,4018,year
1970,34.74,10.76,4383,year
1958,47.85,35.1175,0,year
1959,47.85,35.1175,365,year
1960,47.85,35.1175,730,year
1961,47.85,35.1175,1096,year
1962,47.85,35.1175,1461,year
1963,47.85,35.1175,1826,year
1964,47.85,35.1175,2191,year
1965,47.85,35.1175,2557,year
1966,47.85,35.1175,2922,year
1967,47.85,35.1175,3287,year
1968,47.85,35.1175,3652,year
1969,47.85,35.1175,4018,year
1970,47.85,35.1175,4383,year
1958,48.002778,37.805278,0,year
1959,48.002778,37.805278,365,year
1960,48.002778,37.805278,730,year
1961,48.002778,37.805278,1096,year
1962,48.002778,37.805278,1461,year
1963,48.002778,37.805278,1826,year
1964,48.002778,37.805278,2191,year
1965,48.002778,37.805278,2557,year
1966,48.002778,37.805278,2922,year
1967,48.002778,37.805278,3287,year
1968,48.002778,37.805278,3652,year
1969,48.002778,37.805278,4018,year
1970,48.002778,37.805278,4383,year
1958,50.45,30.523333,0,year
1959,50.45,30.523333,365,year
1960,50.45,30.523333,730,year
1961,50.45,30.523333,1096,year
1962,50.45,30.523333,1461,year
1963,50.45,30.523333,1826,year
1964,50.45,30.523333,2191,year
1965,50.45,30.523333,2557,year
1966,50.45,30.523333,2922,year
1967,50.45,30.523333,3287,year
1968,50.45,30.523333,3652,year
1969,50.45,30.523333,4018,year
1970,50.45,30.523333,4383,year
1958,48.566667,39.333333,0,year
1959,48.566667,39.333333,365,year
1960,48.566667,39.333333,730,year
1961,48.566667,39.333333,1096,year
1962,48.566667,39.333333,1461,year
1963,48.566667,39.333333,1826,year
1964,48.566667,39.333333,2191,year
1965,48.566667,39.333333,2557,year
1966,48.566667,39.333333,2922,year
1967,48.566667,39.333333,3287,year
1968,48.566667,39.333333,3652,year
1969,48.566667,39.333333,4018,year
1970,48.566667,39.333333,4383,year
1958,55.755833,37.617222,0,year
1959,55.755833,37.617222,365,year
1960,55.755833,37.617222,730,year
1961,55.755833,37.617222,1096,year
1962,55.755833,37.617222,1461,year
1963,55.755833,37.617222,1826,year
1964,55.755833,37.617222,2191,year
1965,55.755833,37.617222,2557,year
1966,55.755833,37.617222,2922,year
1967,55.755833,37.617222,3287,year
1968,55.755833,37.617222,3652,year
1969,55.755833,37.617222,4018,year
1970,55.755833,37.617222,4383,year
1958,59.9375,30.308611,0,year
1959,59.9375,30.308611,365,year
1960,59.9375,30.308611,730,year
1961,59.9375,30.308611,1096,year
1962,59.9375,30.308611,1461,year
1963,59.9375,30.308611,1826,year
1964,59.9375,30.308611,2191,year
1965,59.9375,30.308611,2557,year
1966,59.9375,30.308611,2922,year
1967,59.9375,30.308611,3287,year
1968,59.9375,30.308611,3652,year
1969,59.9375,30.308611,4018,year
1970,59.9375,30.308611,4383,year
1958,40.616667,-79.15,0,year
1959,40.616667,-79.15,365,year
1960,40.616667,-79.15,730,year
1961,40.616667,-79.15,1096,year
1962,40.616667,-79.15,1461,year
1963,40.616667,-79.15,1826,year
1964,40.616667,-79.15,2191,year
1965,40.616667,-79.15,2557,year
1966,40.616667,-79.15,2922,year
1967,40.616667,-79.15,3287,year
1968,40.616667,-79.15,3652,year
1969,40.616667,-79.15,4018,year
1970,40.616667,-79.15,4383,year
1971,40.616667,-79.15,4748,year
1958,41.120833,-80.332778,0,year
1959,41.120833,-80.332778,365,year
1960,41.120833,-80.332778,730,year
1961,41.120833,-80.332778,1096,year
1962,41.120833,-80.332778,1461,year
1963,41.120833,-80.332778,1826,year
1964,41.120833,-80.332778,2191,year
1965,41.120833,-80.332778,2557,year
1966,41.120833,-80.332778,2922,year
1967,41.120833,-80.332778,3287,year
1968,41.120833,-80.332778,3652,year
1969,41.120833,-80.332778,4018,year
1970,41.120833,-80.332778,4383,year
1971,41.120833,-80.332778,4748,year
1958,39.830278,-84.890556,0,year
1959,39.830278,-84.890556,365,year
1960,39.830278,-84.890556,730,year
1961,39.830278,-84.890556,1096,year
1962,39.830278,-84.890556,1461,year
1963,39.830278,-84.890556,1826,year
1964,39.830278,-84.890556,2191,year
1965,39.830278,-84.890556,2557,year
1966,39.830278,-84.890556,2922,year
1967,39.830278,-84.890556,3287,year
1968,39.830278,-84.890556,3652,year
1969,39.830278,-84.890556,4018,year
1970,39.830278,-84.890556,4383,year
1971,39.830278,-84.890556,4748,year
1958,40.194722,-92.583333,0,year
1959,40.194722,-92.583333,365,year
1960,40.194722,-92.583333,730,year
1961,40.194722,-92.583333,1096,year
1962,40.194722,-92.583333,1461,year
1963,40.194722,-92.583333,1826,year
1964,40.194722,-92.583333,2191,year
1965,40.194722,-92.583333,2557,year
1966,40.194722,-92.583333,2922,year
1967,40.194722,-92.583333,3287,year
1968,40.194722,-92.583333,3652,year
1969,40.194722,-92.583333,4018,year
1970,40.194722,-92.583333,4383,year
1971,40.194722,-92.583333,4748,year
1958,39.240833,-94.426389,0,year
1959,39.240833,-94.426389,365,year
1960,39.240833,-94.426389,730,year
1961,39.240833,-94.426389,1096,year
1962,39.240833,-94.426389,1461,year
1963,39.240833,-94.426389,1826,year
1964,39.240833,-94.426389,2191,year
1965,39.240833,-94.426389,2557,year
1966,39.240833,-94.426389,2922,year
1967,39.240833,-94.426389,3287,year
1968,39.240833,-94.426389,3652,year
1969,39.240833,-94.426389,4018,year
1970,39.240833,-94.426389,4383,year
1971,39.240833,-94.426389,4748,year
1958,45.55,-94.166667,0,year
1959,45.55,-94.166667,365,year
1960,45.55,-94.166667,730,year
1961,45.55,-94.166667,1096,year
1962,45.55,-94.166667,1461,year
1963,45.55,-94.166667,1826,year
1964,45.55,-94.166667,2191,year
1965,45.55,-94.166667,2557,year
1966,45.55,-94.166667,2922,year
1967,45.55,-94.166667,3287,year
1968,45.55,-94.166667,3652,year
1969,45.55,-94.166667,4018,year
1970,45.55,-94.166667,4383,year
1971,45.55,-94.166667,4748,year
1958,44.458333,-93.161111,0,year
1959,44.458333,-93.161111,365,year
1960,44.458333,-93.161111,730,year
1961,44.458333,-93.161111,1096,year
1962,44.458333,-93.161111,1461,year
1963,44.458333,-93.161111,1826,year
1964,44.458333,-93.161111,2191,year
1965,44.458333,-93.161111,2557,year
1966,44.458333,-93.161111,2922,year
1967,44.458333,-93.161111,3287,year
1968,44.458333,-93.161111,3652,year
1969,44.458333,-93.161111,4018,year
1970,44.458333,-93.161111,4383,year
1971,44.458333,-93.161111,4748,year
1958,42.52352,-92.446402,0,year
1959,42.52352,-92.446402,365,year
1960,42.52352,-92.446402,730,year
1961,42.52352,-92.446402,1096,year
1962,42.52352,-92.446402,1461,year
1963,42.52352,-92.446402,1826,year
1964,42.52352,-92.446402,2191,year
1965,42.52352,-92.446402,2557,year
1966,42.52352,-92.446402,2922,year
1967,42.52352,-92.446402,3287,year
1968,42.52352,-92.446402,3652,year
1969,42.52352,-92.446402,4018,year
1970,42.52352,-92.446402,4383,year
1971,42.52352,-92.446402,4748,year
1958,41.743611,-92.724722,0,year
1959,41.743611,-92.724722,365,year
1960,41.743611,-92.724722,730,year
1961,41.743611,-92.724722,1096,year
1962,41.743611,-92.724722,1461,year
1963,41.743611,-92.724722,1826,year
1964,41.743611,-92.724722,2191,year
1965,41.743611,-92.724722,2557,year
1966,41.743611,-92.724722,2922,year
1967,41.743611,-92.724722,3287,year
1968,41.743611,-92.724722,3652,year
1969,41.743611,-92.724722,4018,year
1970,41.743611,-92.724722,4383,year
1971,41.743611,-92.724722,4748,year
1958,42.1825,-87.806944,0,year
1959,42.1825,-87.806944,365,year
1960,42.1825,-87.806944,730,year
1961,42.1825,-87.806944,1096,year
1962,42.1825,-87.806944,1461,year
1963,42.1825,-87.806944,1826,year
1964,42.1825,-87.806944,2191,year
1965,42.1825,-87.806944,2557,year
1966,42.1825,-87.806944,2922,year
1967,42.1825,-87.806944,3287,year
1968,42.1825,-87.806944,3652,year
1969,42.1825,-87.806944,4018,year
1970,42.1825,-87.806944,4383,year
1971,42.1825,-87.806944,4748,year
1958,41.731667,-73.4525,0,year
1959,41.731667,-73.4525,365,year
1960,41.731667,-73.4525,730,year
1961,41.731667,-73.4525,1096,year
1962,41.731667,-73.4525,1461,year
1963,41.731667,-73.4525,1826,year
1964,41.731667,-73.4525,2191,year
1965,41.731667,-73.4525,2557,year
1966,41.731667,-73.4525,2922,year
1967,41.731667,-73.4525,3287,year
1968,41.731667,-73.4525,3652,year
1969,41.731667,-73.4525,4018,year
1970,41.731667,-73.4525,4383,year
1971,41.731667,-73.4525,4748,year
1958,41.483333,-71.533333,0,year
1959,41.483333,-71.533333,365,year
1960,41.483333,-71.533333,730,year
1961,41.483333,-71.533333,1096,year
1962,41.483333,-71.533333,1461,year
1963,41.483333,-71.533333,1826,year
1964,41.483333,-71.533333,2191,year
1965,41.483333,-71.533333,2557,year
1966,41.483333,-71.533333,2922,year
1967,41.483333,-71.533333,3287,year
1968,41.483333,-71.533333,3652,year
1969,41.483333,-71.533333,4018,year
1970,41.483333,-71.533333,4383,year
1971,41.483333,-71.533333,4748,year
1958,41.823611,-71.422222,0,year
1959,41.823611,-71.422222,365,year
1960,41.823611,-71.422222,730,year
1961,41.823611,-71.422222,1096,year
1962,41.823611,-71.422222,1461,year
1963,41.823611,-71.422222,1826,year
1964,41.823611,-71.422222,2191,year
1965,41.823611,-71.422222,2557,year
1966,41.823611,-71.422222,2922,year
1967,41.823611,-71.422222,3287,year
1968,41.823611,-71.422222,3652,year
1969,41.823611,-71.422222,4018,year
1970,41.823611,-71.422222,4383,year
1971,41.823611,-71.422222,4748,year
1958,42.296389,-71.293056,0,year
1959,42.296389,-71.293056,365,year
1960,42.296389,-71.293056,730,year
1961,42.296389,-71.293056,1096,year
1962,42.296389,-71.293056,1461,year
1963,42.296389,-71.293056,1826,year
1964,42.296389,-71.293056,2191,year
1965,42.296389,-71.293056,2557,year
1966,42.296389,-71.293056,2922,year
1967,42.296389,-71.293056,3287,year
1968,42.296389,-71.293056,3652,year
1969,42.296389,-71.293056,4018,year
1970,42.296389,-71.293056,4383,year
1971,42.296389,-71.293056,4748,year
1958,41.45,-74.416667,0,year
1959,41.45,-74.416667,365,year
1960,41.45,-74.416667,730,year
1961,41.45,-74.416667,1096,year
1962,41.45,-74.416667,1461,year
1963,41.45,-74.416667,1826,year
1964,41.45,-74.416667,2191,year
1965,41.45,-74.416667,2557,year
1966,41.45,-74.416667,2922,year
1967,41.45,-74.416667,3287,year
1968,41.45,-74.416667,3652,year
1969,41.45,-74.416667,4018,year
1970,41.45,-74.416667,4383,year
1971,41.45,-74.416667,4748,year
1958,41.186389,-73.195556,0,year
1959,41.186389,-73.195556,365,year
1960,41.186389,-73.195556,730,year
1961,41.186389,-73.195556,1096,year
1962,41.186389,-73.195556,1461,year
1963,41.186389,-73.195556,1826,year
1964,41.186389,-73.195556,2191,year
1965,41.186389,-73.195556,2557,year
1966,41.186389,-73.195556,2922,year
1967,41.186389,-73.195556,3287,year
1968,41.186389,-73.195556,3652,year
1969,41.186389,-73.195556,4018,year
1970,41.186389,-73.195556,4383,year
1971,41.186389,-73.195556,4748,year
1958,40.692778,-73.990278,0,year
1959,40.692778,-73.990278,365,year
1960,40.692778,-73.990278,730,year
1961,40.692778,-73.990278,1096,year
1962,40.692778,-73.990278,1461,year
1963,40.692778,-73.990278,1826,year
1964,40.692778,-73.990278,2191,year
1965,40.692778,-73.990278,2557,year
1966,40.692778,-73.990278,2922,year
1967,40.692778,-73.990278,3287,year
1968,40.692778,-73.990278,3652,year
1969,40.692778,-73.990278,4018,year
1970,40.692778,-73.990278,4383,year
1971,40.692778,-73.990278,4748,year
1958,40.374964,-74.173849,0,year
1959,40.374964,-74.173849,365,year
1960,40.374964,-74.173849,730,year
1961,40.374964,-74.173849,1096,year
1962,40.374964,-74.173849,1461,year
1963,40.374964,-74.173849,1826,year
1964,40.374964,-74.173849,2191,year
1965,40.374964,-74.173849,2557,year
1966,40.374964,-74.173849,2922,year
1967,40.374964,-74.173849,3287,year
1968,40.374964,-74.173849,3652,year
1969,40.374964,-74.173849,4018,year
1970,40.374964,-74.173849,4383,year
1971,40.374964,-74.173849,4748,year
1958,37.323056,-122.031944,0,year
1959,37.323056,-122.031944,365,year
1960,37.323056,-122.031944,730,year
1961,37.323056,-122.031944,1096,year
1962,37.323056,-122.031944,1461,year
1963,37.323056,-122.031944,1826,year
1964,37.323056,-122.031944,2191,year
1965,37.323056,-122.031944,2557,year
1966,37.323056,-122.031944,2922,year
1967,37.323056,-122.031944,3287,year
1968,37.323056,-122.031944,3652,year
1969,37.323056,-122.031944,4018,year
1970,37.323056,-122.031944,4383,year
1971,37.323056,-122.031944,4748,year
1958,32.293,-64.782,0,year
1959,32.293,-64.782,365,year
1960,32.293,-64.782,730,year
1961,32.293,-64.782,1096,year
1962,32.293,-64.782,1461,year
1963,32.293,-64.782,1826,year
1964,32.293,-64.782,2191,year
1965,32.293,-64.782,2557,year
1966,32.293,-64.782,2922,year
1967,32.293,-64.782,3287,year
1968,32.293,-64.782,3652,year
1969,32.293,-64.782,4018,year
1970,32.293,-64.782,4383,year
1971,32.293,-64.782,4748,year
1958,40.981591,-74.113506,0,year
1959,40.981591,-74.113506,365,year
1960,40.981591,-74.113506,730,year
1961,40.981591,-74.113506,1096,year
1962,40.981591,-74.113506,1461,year
1963,40.981591,-74.113506,1826,year
1964,40.981591,-74.113506,2191,year
1965,40.981591,-74.113506,2557,year
1966,40.981591,-74.113506,2922,year
1967,40.981591,-74.113506,3287,year
1968,40.981591,-74.113506,3652,year
1969,40.981591,-74.113506,4018,year
1970,40.981591,-74.113506,4383,year
1971,40.981591,-74.113506,4748,year
1958,41.330278,-73.829722,0,year
1959,41.330278,-73.829722,365,year
1960,41.330278,-73.829722,730,year
1961,41.330278,-73.829722,1096,year
1962,41.330278,-73.829722,1461,year
1963,41.330278,-73.829722,1826,year
1964,41.330278,-73.829722,2191,year
1965,41.330278,-73.829722,2557,year
1966,41.330278,-73.829722,2922,year
1967,41.330278,-73.829722,3287,year
1968,41.330278,-73.829722,3652,year
1969,41.330278,-73.829722,4018,year
1970,41.330278,-73.829722,4383,year
1971,41.330278,-73.829722,4748,year
1958,37.034946,-76.360126,0,year
1959,37.034946,-76.360126,365,year
1960,37.034946,-76.360126,730,year
1961,37.034946,-76.360126,1096,year
1962,37.034946,-76.360126,1461,year
1963,37.034946,-76.360126,1826,year
1964,37.034946,-76.360126,2191,year
1965,37.034946,-76.360126,2557,year
1966,37.034946,-76.360126,2922,year
1967,37.034946,-76.360126,3287,year
1968,37.034946,-76.360126,3652,year
1969,37.034946,-76.360126,4018,year
1970,37.034946,-76.360126,4383,year
1971,37.034946,-76.360126,4748,year
1958,36.102764,-80.260492,0,year
1959,36.102764,-80.260492,365,year
1960,36.102764,-80.260492,730,year
1961,36.102764,-80.260492,1096,year
1962,36.102764,-80.260492,1461,year
1963,36.102764,-80.260492,1826,year
1964,36.102764,-80.260492,2191,year
1965,36.102764,-80.260492,2557,year
1966,36.102764,-80.260492,2922,year
1967,36.102764,-80.260492,3287,year
1968,36.102764,-80.260492,3652,year
1969,36.102764,-80.260492,4018,year
1970,36.102764,-80.260492,4383,year
1971,36.102764,-80.260492,4748,year
1958,43.845,-88.839722,0,year
1959,43.845,-88.839722,365,year
1960,43.845,-88.839722,730,year
1961,43.845,-88.839722,1096,year
1962,43.845,-88.839722,1461,year
1963,43.845,-88.839722,1826,year
1964,43.845,-88.839722,2191,year
1965,43.845,-88.839722,2557,year
1966,43.845,-88.839722,2922,year
1967,43.845,-88.839722,3287,year
1968,43.845,-88.839722,3652,year
1969,43.845,-88.839722,4018,year
1970,43.845,-88.839722,4383,year
1971,43.845,-88.839722,4748,year
1958,26.216389,-98.236389,0,year
1959,26.216389,-98.236389,365,year
1960,26.216389,-98.236389,730,year
1961,26.216389,-98.236389,1096,year
1962,26.216389,-98.236389,1461,year
1963,26.216389,-98.236389,1826,year
1964,26.216389,-98.236389,2191,year
1965,26.216389,-98.236389,2557,year
1966,26.216389,-98.236389,2922,year
1967,26.216389,-98.236389,3287,year
1968,26.216389,-98.236389,3652,year
1969,26.216389,-98.236389,4018,year
1970,26.216389,-98.236389,4383,year
1971,26.216389,-98.236389,4748,year
1958,29.281111,-94.825833,0,year
1959,29.281111,-94.825833,365,year
1960,29.281111,-94.825833,730,year
1961,29.281111,-94.825833,1096,year
1962,29.281111,-94.825833,1461,year
1963,29.281111,-94.825833,1826,year
1964,29.281111,-94.825833,2191,year
1965,29.281111,-94.825833,2557,year
1966,29.281111,-94.825833,2922,year
1967,29.281111,-94.825833,3287,year
1968,29.281111,-94.825833,3652,year
1969,29.281111,-94.825833,4018,year
1970,29.281111,-94.825833,4383,year
1971,29.281111,-94.825833,4748,year
1958,42.244167,-84.407222,0,year
1959,42.244167,-84.407222,365,year
1960,42.244167,-84.407222,730,year
1961,42.244167,-84.407222,1096,year
1962,42.244167,-84.407222,1461,year
1963,42.244167,-84.407222,1826,year
1964,42.244167,-84.407222,2191,year
1965,42.244167,-84.407222,2557,year
1966,42.244167,-84.407222,2922,year
1967,42.244167,-84.407222,3287,year
1968,42.244167,-84.407222,3652,year
1969,42.244167,-84.407222,4018,year
1970,42.244167,-84.407222,4383,year
1971,42.244167,-84.407222,4748,year
1972,42.244167,-84.407222,5113,year
1958,46.873889,-96.767222,0,year
1959,46.873889,-96.767222,365,year
1960,46.873889,-96.767222,730,year
1961,46.873889,-96.767222,1096,year
1962,46.873889,-96.767222,1461,year
1963,46.873889,-96.767222,1826,year
1964,46.873889,-96.767222,2191,year
1965,46.873889,-96.767222,2557,year
1966,46.873889,-96.767222,2922,year
1967,46.873889,-96.767222,3287,year
1968,46.873889,-96.767222,3652,year
1969,46.873889,-96.767222,4018,year
1970,46.873889,-96.767222,4383,year
1971,46.873889,-96.767222,4748,year
1972,46.873889,-96.767222,5113,year
1958,49.884444,-97.146389,0,year
1959,49.884444,-97.146389,365,year
1960,49.884444,-97.146389,730,year
1961,49.884444,-97.146389,1096,year
1962,49.884444,-97.146389,1461,year
1963,49.884444,-97.146389,1826,year
1964,49.884444,-97.146389,2191,year
1965,49.884444,-97.146389,2557,year
1966,49.884444,-97.146389,2922,year
1967,49.884444,-97.146389,3287,year
1968,49.884444,-97.146389,3652,year
1969,49.884444,-97.146389,4018,year
1970,49.884444,-97.146389,4383,year
1971,49.884444,-97.146389,4748,year
1972,49.884444,-97.146389,5113,year
1958,39.683611,-75.749722,0,year
1959,39.683611,-75.749722,365,year
1960,39.683611,-75.749722,730,year
1961,39.683611,-75.749722,1096,year
1962,39.683611,-75.749722,1461,year
1963,39.683611,-75.749722,1826,year
1964,39.683611,-75.749722,2191,year
1965,39.683611,-75.749722,2557,year
1966,39.683611,-75.749722,2922,year
1967,39.683611,-75.749722,3287,year
1968,39.683611,-75.749722,3652,year
1969,39.683611,-75.749722,4018,year
1970,39.683611,-75.749722,4383,year
1971,39.683611,-75.749722,4748,year
1972,39.683611,-75.749722,5113,year
1958,40.758044,-74.417807,0,year
1959,40.758044,-74.417807,365,year
1960,40.758044,-74.417807,730,year
1961,40.758044,-74.417807,1096,year
1962,40.758044,-74.417807,1461,year
1963,40.758044,-74.417807,1826,year
1964,40.758044,-74.417807,2191,year
1965,40.758044,-74.417807,2557,year
1966,40.758044,-74.417807,2922,year
1967,40.758044,-74.417807,3287,year
1968,40.758044,-74.417807,3652,year
1969,40.758044,-74.417807,4018,year
1970,40.758044,-74.417807,4383,year
1971,40.758044,-74.417807,4748,year
1972,40.758044,-74.417807,5113,year
1958,43.910833,-69.963056,0,year
1959,43.910833,-69.963056,365,year
1960,43.910833,-69.963056,730,year
1961,43.910833,-69.963056,1096,year
1962,43.910833,-69.963056,1461,year
