Text,Latitude,Longitude,Altitude,Type
1969,40.806667,-77.880278,4018,year
1970,40.806667,-77.880278,4383,year
1971,40.806667,-77.880278,4748,year
1972,40.806667,-77.880278,5113,year
1973,40.806667,-77.880278,5479,year
1974,40.806667,-77.880278,5844,year
1975,40.806667,-77.880278,6209,year
1976,40.806667,-77.880278,6574,year
1977,40.806667,-77.880278,6940,year
1978,40.806667,-77.880278,7305,year
1979,40.806667,-77.880278,7670,year
1980,40.806667,-77.880278,8035,year
1981,40.806667,-77.880278,8401,year
1982,40.806667,-77.880278,8766,year
1983,40.806667,-77.880278,9131,year
1984,40.806667,-77.880278,9496,year
1985,40.806667,-77.880278,9862,year
1986,40.806667,-77.880278,10227,year
1987,40.806667,-77.880278,10592,year
1988,40.806667,-77.880278,10957,year
1958,39.962222,-83.000556,0,year
1959,39.962222,-83.000556,365,year
1960,39.962222,-83.000556,730,year
1961,39.962222,-83.000556,1096,year
1962,39.962222,-83.000556,1461,year
1963,39.962222,-83.000556,1826,year
1964,39.962222,-83.000556,2191,year
1965,39.962222,-83.000556,2557,year
1966,39.962222,-83.000556,2922,year
1967,39.962222,-83.000556,3287,year
1968,39.962222,-83.000556,3652,year
1969,39.962222,-83.000556,4018,year
1970,39.962222,-83.000556,4383,year
1971,39.962222,-83.000556,4748,year
1972,39.962222,-83.000556,5113,year
1973,39.962222,-83.000556,5479,year
1974,39.962222,-83.000556,5844,year
1975,39.962222,-83.000556,6209,year
1976,39.962222,-83.000556,6574,year
1977,39.962222,-83.000556,6940,year
1978,39.962222,-83.000556,7305,year
1979,39.962222,-83.000556,7670,year
1980,39.962222,-83.000556,8035,year
1981,39.962222,-83.000556,8401,year
1982,39.962222,-83.000556,8766,year
1983,39.962222,-83.000556,9131,year
1984,39.962222,-83.000556,9496,year
1985,39.962222,-83.000556,9862,year
1986,39.962222,-83.000556,10227,year
1987,39.962222,-83.000556,10592,year
1988,39.962222,-83.000556,10957,year
1958,39.289444,-76.615278,0,year
1959,39.289444,-76.615278,365,year
1960,39.289444,-76.615278,730,year
1961,39.289444,-76.615278,1096,year
1962,39.289444,-76.615278,1461,year
1963,39.289444,-76.615278,1826,year
1964,39.289444,-76.615278,2191,year
1965,39.289444,-76.615278,2557,year
1966,39.289444,-76.615278,2922,year
1967,39.289444,-76.615278,3287,year
1968,39.289444,-76.615278,3652,year
1969,39.289444,-76.615278,4018,year
1970,39.289444,-76.615278,4383,year
1971,39.289444,-76.615278,4748,year
1972,39.289444,-76.615278,5113,year
1973,39.289444,-76.615278,5479,year
1974,39.289444,-76.615278,5844,year
1975,39.289444,-76.615278,6209,year
1976,39.289444,-76.615278,6574,year
1977,39.289444,-76.615278,6940,year
1978,39.289444,-76.615278,7305,year
1979,39.289444,-76.615278,7670,year
1980,39.289444,-76.615278,8035,year
1981,39.289444,-76.615278,8401,year
1982,39.289444,-76.615278,8766,year
1983,39.289444,-76.615278,9131,year
1984,39.289444,-76.615278,9496,year
1985,39.289444,-76.615278,9862,year
1986,39.289444,-76.615278,10227,year
1987,39.289444,-76.615278,10592,year
1988,39.289444,-76.615278,10957,year
1958,43.741667,-79.373333,0,year
1959,43.741667,-79.373333,365,year
1960,43.741667,-79.373333,730,year
1961,43.741667,-79.373333,1096,year
1962,43.741667,-79.373333,1461,year
1963,43.741667,-79.373333,1826,year
1964,43.741667,-79.373333,2191,year
1965,43.741667,-79.373333,2557,year
1966,43.741667,-79.373333,2922,year
1967,43.741667,-79.373333,3287,year
1968,43.741667,-79.373333,3652,year
1969,43.741667,-79.373333,4018,year
1970,43.741667,-79.373333,4383,year
1971,43.741667,-79.373333,4748,year
1972,43.741667,-79.373333,5113,year
1973,43.741667,-79.373333,5479,year
1974,43.741667,-79.373333,5844,year
1975,43.741667,-79.373333,6209,year
1976,43.741667,-79.373333,6574,year
1977,43.741667,-79.373333,6940,year
1978,43.741667,-79.373333,7305,year
1979,43.741667,-79.373333,7670,year
1980,43.741667,-79.373333,8035,year
1981,43.741667,-79.373333,8401,year
1982,43.741667,-79.373333,8766,year
1983,43.741667,-79.373333,9131,year
1984,43.741667,-79.373333,9496,year
1985,43.741667,-79.373333,9862,year
1986,43.741667,-79.373333,10227,year
1987,43.741667,-79.373333,10592,year
1988,43.741667,-79.373333,10957,year
1958,51.507222,-0.1275,0,year
1959,51.507222,-0.1275,365,year
1960,51.507222,-0.1275,730,year
1961,51.507222,-0.1275,1096,year
1962,51.507222,-0.1275,1461,year
1963,51.507222,-0.1275,1826,year
1964,51.507222,-0.1275,2191,year
1965,51.507222,-0.1275,2557,year
1966,51.507222,-0.1275,2922,year
1967,51.507222,-0.1275,3287,year
1968,51.507222,-0.1275,3652,year
1969,51.507222,-0.1275,4018,year
1970,51.507222,-0.1275,4383,year
1971,51.507222,-0.1275,4748,year
1972,51.507222,-0.1275,5113,year
1973,51.507222,-0.1275,5479,year
1974,51.507222,-0.1275,5844,year
1975,51.507222,-0.1275,6209,year
1976,51.507222,-0.1275,6574,year
1977,51.507222,-0.1275,6940,year
1978,51.507222,-0.1275,7305,year
1979,51.507222,-0.1275,7670,year
1980,51.507222,-0.1275,8035,year
1981,51.507222,-0.1275,8401,year
1982,51.507222,-0.1275,8766,year
1983,51.507222,-0.1275,9131,year
1984,51.507222,-0.1275,9496,year
1985,51.507222,-0.1275,9862,year
1986,51.507222,-0.1275,10227,year
1987,51.507222,-0.1275,10592,year
1988,51.507222,-0.1275,10957,year
1958,33.748889,-84.39,0,year
1959,33.748889,-84.39,365,year
1960,33.748889,-84.39,730,year
1961,33.748889,-84.39,1096,year
1962,33.748889,-84.39,1461,year
1963,33.748889,-84.39,1826,year
1964,33.748889,-84.39,2191,year
1965,33.748889,-84.39,2557,year
1966,33.748889,-84.39,2922,year
1967,33.748889,-84.39,3287,year
1968,33.748889,-84.39,3652,year
1969,33.748889,-84.39,4018,year
1970,33.748889,-84.39,4383,year
1971,33.748889,-84.39,4748,year
1972,33.748889,-84.39,5113,year
1973,33.748889,-84.39,5479,year
1974,33.748889,-84.39,5844,year
1975,33.748889,-84.39,6209,year
1976,33.748889,-84.39,6574,year
1977,33.748889,-84.39,6940,year
1978,33.748889,-84.39,7305,year
1979,33.748889,-84.39,7670,year
1980,33.748889,-84.39,8035,year
1981,33.748889,-84.39,8401,year
1982,33.748889,-84.39,8766,year
1983,33.748889,-84.39,9131,year
1984,33.748889,-84.39,9496,year
1985,33.748889,-84.39,9862,year
1986,33.748889,-84.39,10227,year
1987,33.748889,-84.39,10592,year
1988,33.748889,-84.39,10957,year
1958,42.4875,-1.6625,0,year
1959,42.4875,-1.6625,365,year
1960,42.4875,-1.6625,730,year
1961,42.4875,-1.6625,1096,year
1962,42.4875,-1.6625,1461,year
1963,42.4875,-1.6625,1826,year
1964,42.4875,-1.6625,2191,year
1965,42.4875,-1.6625,2557,year
1966,42.4875,-1.6625,2922,year
1967,42.4875,-1.6625,3287,year
1968,42.4875,-1.6625,3652,year
1969,42.4875,-1.6625,4018,year
1970,42.4875,-1.6625,4383,year
1971,42.4875,-1.6625,4748,year
1972,42.4875,-1.6625,5113,year
1973,42.4875,-1.6625,5479,year
1974,42.4875,-1.6625,5844,year
1975,42.4875,-1.6625,6209,year
1976,42.4875,-1.6625,6574,year
1977,42.4875,-1.6625,6940,year
1978,42.4875,-1.6625,7305,year
1979,42.4875,-1.6625,7670,year
1980,42.4875,-1.6625,8035,year
1981,42.4875,-1.6625,8401,year
1982,42.4875,-1.6625,8766,year
1983,42.4875,-1.6625,9131,year
1984,42.4875,-1.6625,9496,year
1985,42.4875,-1.6625,9862,year
1986,42.4875,-1.6625,10227,year
1987,42.4875,-1.6625,10592,year
1988,42.4875,-1.6625,10957,year
1958,43.462778,-3.805,0,year
1959,43.462778,-3.805,365,year
1960,43.462778,-3.805,730,year
1961,43.462778,-3.805,1096,year
1962,43.462778,-3.805,1461,year
1963,43.462778,-3.805,1826,year
1964,43.462778,-3.805,2191,year
1965,43.462778,-3.805,2557,year
1966,43.462778,-3.805,2922,year
1967,43.462778,-3.805,3287,year
1968,43.462778,-3.805,3652,year
1969,43.462778,-3.805,4018,year
1970,43.462778,-3.805,4383,year
1971,43.462778,-3.805,4748,year
1972,43.462778,-3.805,5113,year
1973,43.462778,-3.805,5479,year
1974,43.462778,-3.805,5844,year
1975,43.462778,-3.805,6209,year
1976,43.462778,-3.805,6574,year
1977,43.462778,-3.805,6940,year
1978,43.462778,-3.805,7305,year
1979,43.462778,-3.805,7670,year
1980,43.462778,-3.805,8035,year
1981,43.462778,-3.805,8401,year
1982,43.462778,-3.805,8766,year
1983,43.462778,-3.805,9131,year
1984,43.462778,-3.805,9496,year
1985,43.462778,-3.805,9862,year
1986,43.462778,-3.805,10227,year
1987,43.462778,-3.805,10592,year
1988,43.462778,-3.805,10957,year
1958,37.852222,15.291944,0,year
1959,37.852222,15.291944,365,year
1960,37.852222,15.291944,730,year
1961,37.852222,15.291944,1096,year
1962,37.852222,15.291944,1461,year
1963,37.852222,15.291944,1826,year
1964,37.852222,15.291944,2191,year
1965,37.852222,15.291944,2557,year
1966,37.852222,15.291944,2922,year
1967,37.852222,15.291944,3287,year
1968,37.852222,15.291944,3652,year
1969,37.852222,15.291944,4018,year
1970,37.852222,15.291944,4383,year
1971,37.852222,15.291944,4748,year
1972,37.852222,15.291944,5113,year
1973,37.852222,15.291944,5479,year
1974,37.852222,15.291944,5844,year
1975,37.852222,15.291944,6209,year
1976,37.852222,15.291944,6574,year
1977,37.852222,15.291944,6940,year
1978,37.852222,15.291944,7305,year
1979,37.852222,15.291944,7670,year
1980,37.852222,15.291944,8035,year
1981,37.852222,15.291944,8401,year
1982,37.852222,15.291944,8766,year
1983,37.852222,15.291944,9131,year
1984,37.852222,15.291944,9496,year
1985,37.852222,15.291944,9862,year
1986,37.852222,15.291944,10227,year
1987,37.852222,15.291944,10592,year
1988,37.852222,15.291944,10957,year
1958,38.466667,14.95,0,year
1959,38.466667,14.95,365,year
1960,38.466667,14.95,730,year
1961,38.466667,14.95,1096,year
1962,38.466667,14.95,1461,year
1963,38.466667,14.95,1826,year
1964,38.466667,14.95,2191,year
1965,38.466667,14.95,2557,year
1966,38.466667,14.95,2922,year
1967,38.466667,14.95,3287,year
1968,38.466667,14.95,3652,year
1969,38.466667,14.95,4018,year
1970,38.466667,14.95,4383,year
1971,38.466667,14.95,4748,year
1972,38.466667,14.95,5113,year
1973,38.466667,14.95,5479,year
1974,38.466667,14.95,5844,year
1975,38.466667,14.95,6209,year
1976,38.466667,14.95,6574,year
1977,38.466667,14.95,6940,year
1978,38.466667,14.95,7305,year
1979,38.466667,14.95,7670,year
1980,38.466667,14.95,8035,year
1981,38.466667,14.95,8401,year
1982,38.466667,14.95,8766,year
1983,38.466667,14.95,9131,year
1984,38.466667,14.95,9496,year
1985,38.466667,14.95,9862,year
1986,38.466667,14.95,10227,year
1987,38.466667,14.95,10592,year
1988,38.466667,14.95,10957,year
1958,37.5,15.090278,0,year
1959,37.5,15.090278,365,year
1960,37.5,15.090278,730,year
1961,37.5,15.090278,1096,year
1962,37.5,15.090278,1461,year
1963,37.5,15.090278,1826,year
1964,37.5,15.090278,2191,year
1965,37.5,15.090278,2557,year
1966,37.5,15.090278,2922,year
1967,37.5,15.090278,3287,year
1968,37.5,15.090278,3652,year
1969,37.5,15.090278,4018,year
1970,37.5,15.090278,4383,year
1971,37.5,15.090278,4748,year
1972,37.5,15.090278,5113,year
1973,37.5,15.090278,5479,year
1974,37.5,15.090278,5844,year
1975,37.5,15.090278,6209,year
1976,37.5,15.090278,6574,year
1977,37.5,15.090278,6940,year
1978,37.5,15.090278,7305,year
1979,37.5,15.090278,7670,year
1980,37.5,15.090278,8035,year
1981,37.5,15.090278,8401,year
1982,37.5,15.090278,8766,year
1983,37.5,15.090278,9131,year
1984,37.5,15.090278,9496,year
1985,37.5,15.090278,9862,year
1986,37.5,15.090278,10227,year
1987,37.5,15.090278,10592,year
1988,37.5,15.090278,10957,year
1958,37.490278,14.0625,0,year
1959,37.490278,14.0625,365,year
1960,37.490278,14.0625,730,year
1961,37.490278,14.0625,1096,year
1962,37.490278,14.0625,1461,year
1963,37.490278,14.0625,1826,year
1964,37.490278,14.0625,2191,year
1965,37.490278,14.0625,2557,year
1966,37.490278,14.0625,2922,year
1967,37.490278,14.0625,3287,year
1968,37.490278,14.0625,3652,year
1969,37.490278,14.0625,4018,year
1970,37.490278,14.0625,4383,year
1971,37.490278,14.0625,4748,year
1972,37.490278,14.0625,5113,year
1973,37.490278,14.0625,5479,year
1974,37.490278,14.0625,5844,year
1975,37.490278,14.0625,6209,year
1976,37.490278,14.0625,6574,year
1977,37.490278,14.0625,6940,year
1978,37.490278,14.0625,7305,year
1979,37.490278,14.0625,7670,year
1980,37.490278,14.0625,8035,year
1981,37.490278,14.0625,8401,year
1982,37.490278,14.0625,8766,year
1983,37.490278,14.0625,9131,year
1984,37.490278,14.0625,9496,year
1985,37.490278,14.0625,9862,year
1986,37.490278,14.0625,10227,year
1987,37.490278,14.0625,10592,year
1988,37.490278,14.0625,10957,year
1958,38.0175,12.515,0,year
1959,38.0175,12.515,365,year
1960,38.0175,12.515,730,year
1961,38.0175,12.515,1096,year
1962,38.0175,12.515,1461,year
1963,38.0175,12.515,1826,year
1964,38.0175,12.515,2191,year
1965,38.0175,12.515,2557,year
1966,38.0175,12.515,2922,year
1967,38.0175,12.515,3287,year
1968,38.0175,12.515,3652,year
1969,38.0175,12.515,4018,year
1970,38.0175,12.515,4383,year
1971,38.0175,12.515,4748,year
1972,38.0175,12.515,5113,year
1973,38.0175,12.515,5479,year
1974,38.0175,12.515,5844,year
1975,38.0175,12.515,6209,year
1976,38.0175,12.515,6574,year
1977,38.0175,12.515,6940,year
1978,38.0175,12.515,7305,year
1979,38.0175,12.515,7670,year
1980,38.0175,12.515,8035,year
1981,38.0175,12.515,8401,year
1982,38.0175,12.515,8766,year
1983,38.0175,12.515,9131,year
1984,38.0175,12.515,9496,year
1985,38.0175,12.515,9862,year
1986,38.0175,12.515,10227,year
1987,38.0175,12.515,10592,year
1988,38.0175,12.515,10957,year
1958,47.554722,7.590556,0,year
1959,47.554722,7.590556,365,year
1960,47.554722,7.590556,730,year
1961,47.554722,7.590556,1096,year
1962,47.554722,7.590556,1461,year
1963,47.554722,7.590556,1826,year
1964,47.554722,7.590556,2191,year
1965,47.554722,7.590556,2557,year
1966,47.554722,7.590556,2922,year
1967,47.554722,7.590556,3287,year
1968,47.554722,7.590556,3652,year
1969,47.554722,7.590556,4018,year
1970,47.554722,7.590556,4383,year
1971,47.554722,7.590556,4748,year
1972,47.554722,7.590556,5113,year
1973,47.554722,7.590556,5479,year
1974,47.554722,7.590556,5844,year
1975,47.554722,7.590556,6209,year
1976,47.554722,7.590556,6574,year
1977,47.554722,7.590556,6940,year
1978,47.554722,7.590556,7305,year
1979,47.554722,7.590556,7670,year
1980,47.554722,7.590556,8035,year
1981,47.554722,7.590556,8401,year
1982,47.554722,7.590556,8766,year
1983,47.554722,7.590556,9131,year
1984,47.554722,7.590556,9496,year
1985,47.554722,7.590556,9862,year
1986,47.554722,7.590556,10227,year
1987,47.554722,7.590556,10592,year
1988,47.554722,7.590556,10957,year
1958,47.65,9.483333,0,year
1959,47.65,9.483333,365,year
1960,47.65,9.483333,730,year
1961,47.65,9.483333,1096,year
1962,47.65,9.483333,1461,year
1963,47.65,9.483333,1826,year
1964,47.65,9.483333,2191,year
1965,47.65,9.483333,2557,year
1966,47.65,9.483333,2922,year
1967,47.65,9.483333,3287,year
1968,47.65,9.483333,3652,year
1969,47.65,9.483333,4018,year
1970,47.65,9.483333,4383,year
1971,47.65,9.483333,4748,year
1972,47.65,9.483333,5113,year
1973,47.65,9.483333,5479,year
1974,47.65,9.483333,5844,year
1975,47.65,9.483333,6209,year
1976,47.65,9.483333,6574,year
1977,47.65,9.483333,6940,year
1978,47.65,9.483333,7305,year
1979,47.65,9.483333,7670,year
1980,47.65,9.483333,8035,year
1981,47.65,9.483333,8401,year
1982,47.65,9.483333,8766,year
1983,47.65,9.483333,9131,year
1984,47.65,9.483333,9496,year
1985,47.65,9.483333,9862,year
1986,47.65,9.483333,10227,year
1987,47.65,9.483333,10592,year
1988,47.65,9.483333,10957,year
1958,52.08,4.31,0,year
1959,52.08,4.31,365,year
1960,52.08,4.31,730,year
1961,52.08,4.31,1096,year
1962,52.08,4.31,1461,year
1963,52.08,4.31,1826,year
1964,52.08,4.31,2191,year
1965,52.08,4.31,2557,year
1966,52.08,4.31,2922,year
1967,52.08,4.31,3287,year
1968,52.08,4.31,3652,year
1969,52.08,4.31,4018,year
1970,52.08,4.31,4383,year
1971,52.08,4.31,4748,year
1972,52.08,4.31,5113,year
1973,52.08,4.31,5479,year
1974,52.08,4.31,5844,year
1975,52.08,4.31,6209,year
1976,52.08,4.31,6574,year
1977,52.08,4.31,6940,year
1978,52.08,4.31,7305,year
1979,52.08,4.31,7670,year
1980,52.08,4.31,8035,year
1981,52.08,4.31,8401,year
1982,52.08,4.31,8766,year
1983,52.08,4.31,9131,year
1984,52.08,4.31,9496,year
1985,52.08,4.31,9862,year
1986,52.08,4.31,10227,year
1987,52.08,4.31,10592,year
1988,52.08,4.31,10957,year
1958,51.217778,4.400278,0,year
1959,51.217778,4.400278,365,year
1960,51.217778,4.400278,730,year
1961,51.217778,4.400278,1096,year
1962,51.217778,4.400278,1461,year
1963,51.217778,4.400278,1826,year
1964,51.217778,4.400278,2191,year
1965,51.217778,4.400278,2557,year
1966,51.217778,4.400278,2922,year
1967,51.217778,4.400278,3287,year
1968,51.217778,4.400278,3652,year
1969,51.217778,4.400278,4018,year
1970,51.217778,4.400278,4383,year
1971,51.217778,4.400278,4748,year
1972,51.217778,4.400278,5113,year
1973,51.217778,4.400278,5479,year
1974,51.217778,4.400278,5844,year
1975,51.217778,4.400278,6209,year
1976,51.217778,4.400278,6574,year
1977,51.217778,4.400278,6940,year
1978,51.217778,4.400278,7305,year
1979,51.217778,4.400278,7670,year
1980,51.217778,4.400278,8035,year
1981,51.217778,4.400278,8401,year
1982,51.217778,4.400278,8766,year
1983,51.217778,4.400278,9131,year
1984,51.217778,4.400278,9496,year
1985,51.217778,4.400278,9862,year
1986,51.217778,4.400278,10227,year
1987,51.217778,4.400278,10592,year
1988,51.217778,4.400278,10957,year
1958,52.366667,4.9,0,year
1959,52.366667,4.9,365,year
1960,52.366667,4.9,730,year
1961,52.366667,4.9,1096,year
1962,52.366667,4.9,1461,year
1963,52.366667,4.9,1826,year
1964,52.366667,4.9,2191,year
1965,52.366667,4.9,2557,year
1966,52.366667,4.9,2922,year
1967,52.366667,4.9,3287,year
1968,52.366667,4.9,3652,year
1969,52.366667,4.9,4018,year
1970,52.366667,4.9,4383,year
1971,52.366667,4.9,4748,year
1972,52.366667,4.9,5113,year
1973,52.366667,4.9,5479,year
1974,52.366667,4.9,5844,year
1975,52.366667,4.9,6209,year
1976,52.366667,4.9,6574,year
1977,52.366667,4.9,6940,year
1978,52.366667,4.9,7305,year
1979,52.366667,4.9,7670,year
1980,52.366667,4.9,8035,year
1981,52.366667,4.9,8401,year
1982,52.366667,4.9,8766,year
1983,52.366667,4.9,9131,year
1984,52.366667,4.9,9496,year
1985,52.366667,4.9,9862,year
1986,52.366667,4.9,10227,year
1987,52.366667,4.9,10592,year
1988,52.366667,4.9,10957,year
1958,39.099722,-94.578333,0,year
1959,39.099722,-94.578333,365,year
1960,39.099722,-94.578333,730,year
1961,39.099722,-94.578333,1096,year
1962,39.099722,-94.578333,1461,year
1963,39.099722,-94.578333,1826,year
1964,39.099722,-94.578333,2191,year
1965,39.099722,-94.578333,2557,year
1966,39.099722,-94.578333,2922,year
1967,39.099722,-94.578333,3287,year
1968,39.099722,-94.578333,3652,year
1969,39.099722,-94.578333,4018,year
1970,39.099722,-94.578333,4383,year
1971,39.099722,-94.578333,4748,year
1972,39.099722,-94.578333,5113,year
1973,39.099722,-94.578333,5479,year
1974,39.099722,-94.578333,5844,year
1975,39.099722,-94.578333,6209,year
1976,39.099722,-94.578333,6574,year
1977,39.099722,-94.578333,6940,year
1978,39.099722,-94.578333,7305,year
1979,39.099722,-94.578333,7670,year
1980,39.099722,-94.578333,8035,year
1981,39.099722,-94.578333,8401,year
1982,39.099722,-94.578333,8766,year
1983,39.099722,-94.578333,9131,year
1984,39.099722,-94.578333,9496,year
1985,39.099722,-94.578333,9862,year
1986,39.099722,-94.578333,10227,year
1987,39.099722,-94.578333,10592,year
1988,39.099722,-94.578333,10957,year
1958,38.904722,-77.016389,0,year
1959,38.904722,-77.016389,365,year
1960,38.904722,-77.016389,730,year
1961,38.904722,-77.016389,1096,year
1962,38.904722,-77.016389,1461,year
1963,38.904722,-77.016389,1826,year
1964,38.904722,-77.016389,2191,year
1965,38.904722,-77.016389,2557,year
1966,38.904722,-77.016389,2922,year
1967,38.904722,-77.016389,3287,year
1968,38.904722,-77.016389,3652,year
1969,38.904722,-77.016389,4018,year
1970,38.904722,-77.016389,4383,year
1971,38.904722,-77.016389,4748,year
1972,38.904722,-77.016389,5113,year
1973,38.904722,-77.016389,5479,year
1974,38.904722,-77.016389,5844,year
1975,38.904722,-77.016389,6209,year
1976,38.904722,-77.016389,6574,year
1977,38.904722,-77.016389,6940,year
1978,38.904722,-77.016389,7305,year
1979,38.904722,-77.016389,7670,year
1980,38.904722,-77.016389,8035,year
1981,38.904722,-77.016389,8401,year
1982,38.904722,-77.016389,8766,year
1983,38.904722,-77.016389,9131,year
1984,38.904722,-77.016389,9496,year
1985,38.904722,-77.016389,9862,year
1986,38.904722,-77.016389,10227,year
1987,38.904722,-77.016389,10592,year
1988,38.904722,-77.016389,10957,year
1958,27.973611,-82.764167,0,year
1959,27.973611,-82.764167,365,year
1960,27.973611,-82.764167,730,year
1961,27.973611,-82.764167,1096,year
1962,27.973611,-82.764167,1461,year
1963,27.973611,-82.764167,1826,year
1964,27.973611,-82.764167,2191,year
1965,27.973611,-82.764167,2557,year
1966,27.973611,-82.764167,2922,year
1967,27.973611,-82.764167,3287,year
1968,27.973611,-82.764167,3652,year
1969,27.973611,-82.764167,4018,year
1970,27.973611,-82.764167,4383,year
1971,27.973611,-82.764167,4748,year
1972,27.973611,-82.764167,5113,year
1973,27.973611,-82.764167,5479,year
1974,27.973611,-82.764167,5844,year
1975,27.973611,-82.764167,6209,year
1976,27.973611,-82.764167,6574,year
1977,27.973611,-82.764167,6940,year
1978,27.973611,-82.764167,7305,year
1979,27.973611,-82.764167,7670,year
1980,27.973611,-82.764167,8035,year
1981,27.973611,-82.764167,8401,year
1982,27.973611,-82.764167,8766,year
1983,27.973611,-82.764167,9131,year
1984,27.973611,-82.764167,9496,year
1985,27.973611,-82.764167,9862,year
1986,27.973611,-82.764167,10227,year
1987,27.973611,-82.764167,10592,year
1988,27.973611,-82.764167,10957,year
1989,27.973611,-82.764167,11323,year
1958,42.331389,-83.045833,0,year
1959,42.331389,-83.045833,365,year
1960,42.331389,-83.045833,730,year
1961,42.331389,-83.045833,1096,year
1962,42.331389,-83.045833,1461,year
1963,42.331389,-83.045833,1826,year
1964,42.331389,-83.045833,2191,year
1965,42.331389,-83.045833,2557,year
1966,42.331389,-83.045833,2922,year
1967,42.331389,-83.045833,3287,year
1968,42.331389,-83.045833,3652,year
1969,42.331389,-83.045833,4018,year
1970,42.331389,-83.045833,4383,year
1971,42.331389,-83.045833,4748,year
1972,42.331389,-83.045833,5113,year
1973,42.331389,-83.045833,5479,year
1974,42.331389,-83.045833,5844,year
1975,42.331389,-83.045833,6209,year
1976,42.331389,-83.045833,6574,year
1977,42.331389,-83.045833,6940,year
1978,42.331389,-83.045833,7305,year
1979,42.331389,-83.045833,7670,year
1980,42.331389,-83.045833,8035,year
1981,42.331389,-83.045833,8401,year
1982,42.331389,-83.045833,8766,year
1983,42.331389,-83.045833,9131,year
1984,42.331389,-83.045833,9496,year
1985,42.331389,-83.045833,9862,year
1986,42.331389,-83.045833,10227,year
1987,42.331389,-83.045833,10592,year
1988,42.331389,-83.045833,10957,year
1989,42.331389,-83.045833,11323,year
1958,47.609722,-122.333056,0,year
1959,47.609722,-122.333056,365,year
1960,47.609722,-122.333056,730,year
1961,47.609722,-122.333056,1096,year
1962,47.609722,-122.333056,1461,year
1963,47.609722,-122.333056,1826,year
1964,47.609722,-122.333056,2191,year
1965,47.609722,-122.333056,2557,year
1966,47.609722,-122.333056,2922,year
1967,47.609722,-122.333056,3287,year
1968,47.609722,-122.333056,3652,year
1969,47.609722,-122.333056,4018,year
1970,47.609722,-122.333056,4383,year
1971,47.609722,-122.333056,4748,year
1972,47.609722,-122.333056,5113,year
1973,47.609722,-122.333056,5479,year
1974,47.609722,-122.333056,5844,year
1975,47.609722,-122.333056,6209,year
1976,47.609722,-122.333056,6574,year
1977,47.609722,-122.333056,6940,year
1978,47.609722,-122.333056,7305,year
1979,47.609722,-122.333056,7670,year
1980,47.609722,-122.333056,8035,year
1981,47.609722,-122.333056,8401,year
1982,47.609722,-122.333056,8766,year
1983,47.609722,-122.333056,9131,year
1984,47.609722,-122.333056,9496,year
1985,47.609722,-122.333056,9862,year
1986,47.609722,-122.333056,10227,year
1987,47.609722,-122.333056,10592,year
1988,47.609722,-122.333056,10957,year
1989,47.609722,-122.333056,11323,year
1958,38.581667,-121.494444,0,year
1959,38.581667,-121.494444,365,year
1960,38.581667,-121.494444,730,year
1961,38.581667,-121.494444,1096,year
1962,38.581667,-121.494444,1461,year
1963,38.581667,-121.494444,1826,year
1964,38.581667,-121.494444,2191,year
1965,38.581667,-121.494444,2557,year
1966,38.581667,-121.494444,2922,year
1967,38.581667,-121.494444,3287,year
1968,38.581667,-121.494444,3652,year
1969,38.581667,-121.494444,4018,year
1970,38.581667,-121.494444,4383,year
1971,38.581667,-121.494444,4748,year
1972,38.581667,-121.494444,5113,year
1973,38.581667,-121.494444,5479,year
1974,38.581667,-121.494444,5844,year
1975,38.581667,-121.494444,6209,year
1976,38.581667,-121.494444,6574,year
1977,38.581667,-121.494444,6940,year
1978,38.581667,-121.494444,7305,year
1979,38.581667,-121.494444,7670,year
1980,38.581667,-121.494444,8035,year
1981,38.581667,-121.494444,8401,year
1982,38.581667,-121.494444,8766,year
1983,38.581667,-121.494444,9131,year
1984,38.581667,-121.494444,9496,year
1985,38.581667,-121.494444,9862,year
1986,38.581667,-121.494444,10227,year
1987,38.581667,-121.494444,10592,year
1988,38.581667,-121.494444,10957,year
1989,38.581667,-121.494444,11323,year
1958,61.216667,-149.893611,0,year
1959,61.216667,-149.893611,365,year
1960,61.216667,-149.893611,730,year
1961,61.216667,-149.893611,1096,year
1962,61.216667,-149.893611,1461,year
1963,61.216667,-149.893611,1826,year
1964,61.216667,-149.893611,2191,year
1965,61.216667,-149.893611,2557,year
1966,61.216667,-149.893611,2922,year
1967,61.216667,-149.893611,3287,year
1968,61.216667,-149.893611,3652,year
1969,61.216667,-149.893611,4018,year
1970,61.216667,-149.893611,4383,year
1971,61.216667,-149.893611,4748,year
1972,61.216667,-149.893611,5113,year
1973,61.216667,-149.893611,5479,year
1974,61.216667,-149.893611,5844,year
1975,61.216667,-149.893611,6209,year
1976,61.216667,-149.893611,6574,year
1977,61.216667,-149.893611,6940,year
1978,61.216667,-149.893611,7305,year
1979,61.216667,-149.893611,7670,year
1980,61.216667,-149.893611,8035,year
1981,61.216667,-149.893611,8401,year
1982,61.216667,-149.893611,8766,year
1983,61.216667,-149.893611,9131,year
1984,61.216667,-149.893611,9496,year
1985,61.216667,-149.893611,9862,year
1986,61.216667,-149.893611,10227,year
1987,61.216667,-149.893611,10592,year
1988,61.216667,-149.893611,10957,year
1989,61.216667,-149.893611,11323,year
1958,37.871667,-122.272778,0,year
