City1,City2,Hexcode1,Hexcode2,Hexcode3,Hexcode4,Hexcode5,Hexcode6,Hexcode7,Hexcode8
"Selden, NY, USA","New York City, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"New York City, NY, USA","New York City, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"New York City, NY, USA","Freeport, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Freeport, NY, USA","Freeport, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Freeport, NY, USA","Red Bank, NJ, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Red Bank, NJ, USA","Red Bank, NJ, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Red Bank, NJ, USA","Hamilton, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Hamilton, NY, USA","Hamilton, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Hamilton, NY, USA","Saratoga Springs, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Saratoga Springs, NY, USA","Saratoga Springs, NY, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Saratoga Springs, NY, USA","Millersville, PA, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Millersville, PA, USA","Millersville, PA, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Millersville, PA, USA","Bethlehem, PA, USA",#ab2494,#e56a5d,#ed7a52,#f48849,#f68d45,#f79342,#fa9c3c,#fca537
"Bethlehem, PA, USA","Bethlehem, PA, USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Bethlehem, PA, USA","Baltimore, MD, USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Baltimore, MD, USA","Baltimore, MD, USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Baltimore, MD, USA","Washington, D.C., USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Washington, D.C., USA","Washington, D.C., USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Washington, D.C., USA","College Park, MD, USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"College Park, MD, USA","College Park, MD, USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"College Park, MD, USA","Petersburg, VA, USA",#ab2494,#e56a5d,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Petersburg, VA, USA","Petersburg, VA, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Petersburg, VA, USA","Altoona, PA, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Altoona, PA, USA","Altoona, PA, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Altoona, PA, USA","West Liberty, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"West Liberty, WV, USA","West Liberty, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"West Liberty, WV, USA","Shepherdstown, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Shepherdstown, WV, USA","Shepherdstown, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Shepherdstown, WV, USA","Elkins, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Elkins, WV, USA","Elkins, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Elkins, WV, USA","Bluefield, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Bluefield, WV, USA","Bluefield, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Bluefield, WV, USA","Montgomery, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Montgomery, WV, USA","Montgomery, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Montgomery, WV, USA","Institute, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Institute, WV, USA","Institute, WV, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Institute, WV, USA","Niagara, NY, USA",#ac2694,#e4695e,#ed7a52,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Niagara, NY, USA","Niagara, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Niagara, NY, USA","New York City, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"New York City, NY, USA","New York City, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"New York City, NY, USA","Yonkers, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Yonkers, NY, USA","Yonkers, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Yonkers, NY, USA","Batavia, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Batavia, NY, USA","Batavia, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Batavia, NY, USA","Cobleskill, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Cobleskill, NY, USA","Cobleskill, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Cobleskill, NY, USA","Oneonta, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Oneonta, NY, USA","Oneonta, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Oneonta, NY, USA","Jamestown, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca537
"Jamestown, NY, USA","Jamestown, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca338
"Jamestown, NY, USA","Fredonia, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca338
"Fredonia, NY, USA","Fredonia, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca338
"Fredonia, NY, USA","Plainfield, NJ, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f68d45,#f79342,#fa9c3c,#fca338
"Plainfield, NJ, USA","Plainfield, NJ, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9c3c,#fca338
"Plainfield, NJ, USA","Cambridge, MA, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9c3c,#fca338
"Cambridge, MA, USA","Cambridge, MA, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9c3c,#fca338
"Cambridge, MA, USA","Northfield, MA, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9c3c,#fca338
"Northfield, MA, USA","Northfield, MA, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9c3c,#fca338
"Northfield, MA, USA","New York City, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9c3c,#fca338
"New York City, NY, USA","New York City, NY, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9b3d,#fca338
"New York City, NY, USA","Atlantic City, NJ, USA",#ac2694,#e4695e,#ed7953,#f3874a,#f58c46,#f79143,#fa9b3d,#fca338
"Atlantic City, NJ, USA","Atlantic City, NJ, USA",#ad2793,#e3685f,#ed7953,#f3854b,#f58c46,#f79143,#fa9b3d,#fca338
"Atlantic City, NJ, USA","Cambridge, MA, USA",#ad2793,#e3685f,#ed7953,#f3854b,#f58c46,#f79143,#fa9b3d,#fca338
"Cambridge, MA, USA","Cambridge, MA, USA",#ad2793,#e3685f,#ec7754,#f3854b,#f58c46,#f79143,#fa9b3d,#fca338
"Cambridge, MA, USA","Newark, DE, USA",#ad2793,#e3685f,#ec7754,#f3854b,#f58c46,#f79143,#fa9b3d,#fca338
"Newark, DE, USA","Newark, DE, USA",#ad2793,#e3685f,#ec7754,#f3854b,#f58b47,#f79143,#fa9b3d,#fca338
"Newark, DE, USA","Los Angeles, CA, USA",#ad2793,#e3685f,#ec7754,#f3854b,#f58b47,#f79143,#fa9b3d,#fca338
"Los Angeles, CA, USA","Los Angeles, CA, USA",#ae2892,#e26660,#ec7754,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"Los Angeles, CA, USA","Rochester, NY, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"Rochester, NY, USA","Rochester, NY, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"Rochester, NY, USA","Saratoga Springs, NY, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"Saratoga Springs, NY, USA","Saratoga Springs, NY, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"Saratoga Springs, NY, USA","New London, CT, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"New London, CT, USA","New London, CT, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"New London, CT, USA","New London, CT, USA",#ae2892,#e26660,#eb7655,#f2844b,#f58b47,#f79044,#f99a3e,#fba238
"New London, CT, USA","New London, CT, USA",#ae2892,#e26660,#eb7655,#f2844b,#f48948,#f79044,#f99a3e,#fba238
"New London, CT, USA","East Meadow, NY, USA",#ae2892,#e26660,#eb7655,#f2844b,#f48948,#f79044,#f99a3e,#fba238
"East Meadow, NY, USA","East Meadow, NY, USA",#b02991,#e26561,#eb7655,#f2844b,#f48948,#f68f44,#f99a3e,#fba238
"East Meadow, NY, USA","Storrs, CT, USA",#b02991,#e26561,#eb7655,#f2844b,#f48948,#f68f44,#f99a3e,#fba238
"Storrs, CT, USA","Storrs, CT, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Storrs, CT, USA","New Rochelle, NY, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"New Rochelle, NY, USA","New Rochelle, NY, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"New Rochelle, NY, USA","Gettysburg, PA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Gettysburg, PA, USA","Gettysburg, PA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Gettysburg, PA, USA","Harrisonburg, VA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Harrisonburg, VA, USA","Harrisonburg, VA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Harrisonburg, VA, USA","Pittsburgh, PA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Pittsburgh, PA, USA","Pittsburgh, PA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Pittsburgh, PA, USA","Lancaster, PA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Lancaster, PA, USA","Lancaster, PA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Lancaster, PA, USA","Mount Pleasant, MI, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Mount Pleasant, MI, USA","Mount Pleasant, MI, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Mount Pleasant, MI, USA","Muncie, IN, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Muncie, IN, USA","Muncie, IN, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Muncie, IN, USA","DeKalb, IL, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"DeKalb, IL, USA","DeKalb, IL, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"DeKalb, IL, USA","Stevens Point, WI, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Stevens Point, WI, USA","Stevens Point, WI, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Stevens Point, WI, USA","Eau Claire, WI, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Eau Claire, WI, USA","Eau Claire, WI, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Eau Claire, WI, USA","St. Paul, MN, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"St. Paul, MN, USA","St. Paul, MN, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"St. Paul, MN, USA","Mankato, MN, USA",#b02991,#e26561,#eb7556,#f1834c,#f48948,#f68f44,#f9983e,#fba139
"Mankato, MN, USA","Mankato, MN, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Mankato, MN, USA","Pendleton, OR, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Pendleton, OR, USA","Pendleton, OR, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Pendleton, OR, USA","Yakima, WA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Yakima, WA, USA","Yakima, WA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Yakima, WA, USA","Seattle, WA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Seattle, WA, USA","Seattle, WA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Seattle, WA, USA","Everett, WA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Everett, WA, USA","Everett, WA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Everett, WA, USA","Portland, OR, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Portland, OR, USA","Portland, OR, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Portland, OR, USA","Beaverton, OR, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Beaverton, OR, USA","Beaverton, OR, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Beaverton, OR, USA","Redding, CA, USA",#b02991,#e26561,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Redding, CA, USA","Redding, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Redding, CA, USA","San Jose, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"San Jose, CA, USA","San Jose, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"San Jose, CA, USA","Berkeley, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Berkeley, CA, USA","Berkeley, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Berkeley, CA, USA","Hayward, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Hayward, CA, USA","Hayward, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Hayward, CA, USA","Reno, NV, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68f44,#f9983e,#fba139
"Reno, NV, USA","Reno, NV, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"Reno, NV, USA","Santa Rosa, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"Santa Rosa, CA, USA","Santa Rosa, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"Santa Rosa, CA, USA","China Lake, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"China Lake, CA, USA","China Lake, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"China Lake, CA, USA","Los Angeles, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"Los Angeles, CA, USA","Los Angeles, CA, USA",#b12a90,#e16462,#eb7556,#f1834c,#f48849,#f68d45,#f9983e,#fba139
"Los Angeles, CA, USA","Riverside, CA, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Riverside, CA, USA","Riverside, CA, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Riverside, CA, USA","Long Beach, CA, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Long Beach, CA, USA","Long Beach, CA, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Long Beach, CA, USA","Palm Springs, CA, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Palm Springs, CA, USA","Palm Springs, CA, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Palm Springs, CA, USA","Tempe, AZ, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Tempe, AZ, USA","Tempe, AZ, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"Tempe, AZ, USA","New York City, NY, USA",#b12a90,#e16462,#eb7556,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"New York City, NY, USA","New York City, NY, USA",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"New York City, NY, USA","New York City, NY, USA",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"New York City, NY, USA","New York City, NY, USA",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9983e,#fba139
"New York City, NY, USA","Río Piedras, Puerto Rico",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"Río Piedras, Puerto Rico","Río Piedras, Puerto Rico",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"Río Piedras, Puerto Rico","Christiansted, St. Croix, U.S. Virgin Islands",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"Christiansted, St. Croix, U.S. Virgin Islands","Christiansted, St. Croix, U.S. Virgin Islands",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"Christiansted, St. Croix, U.S. Virgin Islands","St. Thomas, U.S. Virgin Islands",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"St. Thomas, U.S. Virgin Islands","St. Thomas, U.S. Virgin Islands",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"St. Thomas, U.S. Virgin Islands","New York City, NY, USA",#b12a90,#e16462,#ea7457,#f1814d,#f48849,#f68d45,#f9973f,#fb9f3a
"New York City, NY, USA","New York City, NY, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f9973f,#fb9f3a
"New York City, NY, USA","New York City, NY, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f9973f,#fb9f3a
"New York City, NY, USA","New York City, NY, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f9973f,#fb9f3a
"New York City, NY, USA","South Hadley, MA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f9973f,#fb9f3a
"South Hadley, MA, USA","South Hadley, MA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f9973f,#fb9f3a
"South Hadley, MA, USA","Washington, D.C., USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f9973f,#fb9f3a
"Washington, D.C., USA","Washington, D.C., USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Washington, D.C., USA","Farmville, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Farmville, VA, USA","Farmville, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Farmville, VA, USA","Charlottesville, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Charlottesville, VA, USA","Charlottesville, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Charlottesville, VA, USA","Richmond, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Richmond, VA, USA","Richmond, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Richmond, VA, USA","Sweet Briar, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Sweet Briar, VA, USA","Sweet Briar, VA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Sweet Briar, VA, USA","Greensboro, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Greensboro, NC, USA","Greensboro, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fb9f3a
"Greensboro, NC, USA","Chapel Hill, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Chapel Hill, NC, USA","Chapel Hill, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Chapel Hill, NC, USA","Durham, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Durham, NC, USA","Durham, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Durham, NC, USA","Salisbury, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Salisbury, NC, USA","Salisbury, NC, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Salisbury, NC, USA","Atlanta, GA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Atlanta, GA, USA","Atlanta, GA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Atlanta, GA, USA","Statesboro, GA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Statesboro, GA, USA","Statesboro, GA, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Statesboro, GA, USA","St. Petersburg, FL, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"St. Petersburg, FL, USA","St. Petersburg, FL, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"St. Petersburg, FL, USA","Tampa, FL, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Tampa, FL, USA","Tampa, FL, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Tampa, FL, USA","Tallahassee, FL, USA",#b22b8f,#e06363,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Tallahassee, FL, USA","Tallahassee, FL, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3874a,#f58c46,#f89540,#fa9e3b
"Tallahassee, FL, USA","Nashville, TN, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Nashville, TN, USA","Nashville, TN, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Nashville, TN, USA","Chicago, IL, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Chicago, IL, USA","Chicago, IL, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Chicago, IL, USA","Lafayette, IN, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Lafayette, IN, USA","Lafayette, IN, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Lafayette, IN, USA","Fort Wayne, IN, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Fort Wayne, IN, USA","Fort Wayne, IN, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
"Fort Wayne, IN, USA","East Lansing, MI, USA",#b32c8e,#df6263,#e97257,#f0804e,#f3854b,#f58c46,#f89540,#fa9e3b
