City1,City2,Hexcode1,Hexcode2,Hexcode3,Hexcode4,Hexcode5,Hexcode6,Hexcode7,Hexcode8
"Pittsburgh, PA, USA","Washington, D.C., USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#ec7754,#f0804e
"Washington, D.C., USA","Washington, D.C., USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#ec7754,#f0804e
"Washington, D.C., USA","Wilmington, DE, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#ec7754,#f0804e
"Wilmington, DE, USA","Wilmington, DE, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#ec7754,#f0804e
"Wilmington, DE, USA","University Park, PA, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"University Park, PA, USA","University Park, PA, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"University Park, PA, USA","Trenton, NJ, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"Trenton, NJ, USA","Trenton, NJ, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"Trenton, NJ, USA","Boston, MA, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"Boston, MA, USA","Boston, MA, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"Boston, MA, USA","Greenwich, CT, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"Greenwich, CT, USA","Greenwich, CT, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"Greenwich, CT, USA","New York City, NY, USA",#cc4977,#ca457a,#d5546e,#de6164,#e26660,#e66c5c,#eb7655,#f0804e
"New York City, NY, USA","New York City, NY, USA",#cc4977,#ca457a,#d5536f,#de6164,#e26660,#e56b5d,#eb7655,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cc4977,#ca457a,#d5536f,#de6164,#e26660,#e56b5d,#eb7655,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7655,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7655,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7655,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7556,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7556,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7556,#f07f4f
"New York City, NY, USA","New York City, NY, USA",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7556,#f07f4f
"New York City, NY, USA","Berlin, Germany",#cd4a76,#c9447a,#d5536f,#de5f65,#e26561,#e56b5d,#eb7556,#f07f4f
"Berlin, Germany","Berlin, Germany",#cd4a76,#c9447a,#d45270,#de5f65,#e26561,#e56a5d,#eb7556,#ef7e50
"Berlin, Germany","Vienna, Austria",#cd4a76,#c9447a,#d45270,#de5f65,#e26561,#e56a5d,#eb7556,#ef7e50
"Vienna, Austria","Vienna, Austria",#cd4a76,#c9447a,#d45270,#de5f65,#e26561,#e56a5d,#eb7556,#ef7e50
"Vienna, Austria","Budapest, Hungary",#cd4a76,#c9447a,#d45270,#de5f65,#e26561,#e56a5d,#eb7556,#ef7e50
"Budapest, Hungary","Budapest, Hungary",#cd4a76,#c9447a,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Budapest, Hungary","Bucharest, Socialist Republic of Romania",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Bucharest, Socialist Republic of Romania","Bucharest, Socialist Republic of Romania",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Bucharest, Socialist Republic of Romania","Timișoara, Socialist Republic of Romania",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Timișoara, Socialist Republic of Romania","Timișoara, Socialist Republic of Romania",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Timișoara, Socialist Republic of Romania","Zagreb, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Zagreb, Socialist Federal Republic of Yugoslavia","Zagreb, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Zagreb, Socialist Federal Republic of Yugoslavia","Split, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#eb7556,#ef7e50
"Split, Socialist Federal Republic of Yugoslavia","Split, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Split, Socialist Federal Republic of Yugoslavia","Dubrovnik, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Dubrovnik, Socialist Federal Republic of Yugoslavia","Dubrovnik, Socialist Federal Republic of Yugoslavia",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Dubrovnik, Socialist Federal Republic of Yugoslavia","Cologne, Germany",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Cologne, Germany","Cologne, Germany",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Cologne, Germany","Nervi, Italy",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Nervi, Italy","Nervi, Italy",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Nervi, Italy","Avignon, France",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Avignon, France","Avignon, France",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Avignon, France","Avignon, France",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Avignon, France","Avignon, France",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"Avignon, France","New York City, NY, USA",#ce4b75,#c8437b,#d45270,#dd5e66,#e16462,#e56a5d,#ea7457,#ef7e50
"New York City, NY, USA","New York City, NY, USA",#ce4b75,#c8437b,#d35171,#dd5e66,#e16462,#e4695e,#ea7457,#ef7c51
"New York City, NY, USA","New York City, NY, USA",#ce4b75,#c8437b,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"New York City, NY, USA","New York City, NY, USA",#ce4b75,#c8437b,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"New York City, NY, USA","New York City, NY, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"New York City, NY, USA","New York City, NY, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"New York City, NY, USA","East Hampton, NY, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"East Hampton, NY, USA","East Hampton, NY, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"East Hampton, NY, USA","Storrs, CT, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#ea7457,#ef7c51
"Storrs, CT, USA","Storrs, CT, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#e97257,#ef7c51
"Storrs, CT, USA","Hackensack, NJ, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e4695e,#e97257,#ef7c51
"Hackensack, NJ, USA","Hackensack, NJ, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e3685f,#e97257,#ef7c51
"Hackensack, NJ, USA","New Brunswick, NJ, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e3685f,#e97257,#ef7c51
"New Brunswick, NJ, USA","New Brunswick, NJ, USA",#cf4c74,#c7427c,#d35171,#dc5d67,#e06363,#e3685f,#e97257,#ef7c51
"New Brunswick, NJ, USA","East Brunswick, NJ, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ef7c51
"East Brunswick, NJ, USA","East Brunswick, NJ, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ef7c51
"East Brunswick, NJ, USA","Rochester, NY, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ef7c51
"Rochester, NY, USA","Rochester, NY, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ee7b51
"Rochester, NY, USA","Middlebury, VT, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ee7b51
"Middlebury, VT, USA","Middlebury, VT, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ee7b51
"Middlebury, VT, USA","Johnson, VT, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ee7b51
"Johnson, VT, USA","Johnson, VT, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ee7b51
"Johnson, VT, USA","Burlington, VT, USA",#cf4c74,#c7427c,#d24f71,#dc5d67,#e06363,#e3685f,#e97257,#ee7b51
"Burlington, VT, USA","Burlington, VT, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#e06363,#e3685f,#e97257,#ee7b51
"Burlington, VT, USA","Rutland, VT, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#e06363,#e3685f,#e97257,#ee7b51
"Rutland, VT, USA","Rutland, VT, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Rutland, VT, USA","Philadelphia, PA, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Philadelphia, PA, USA","Philadelphia, PA, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Philadelphia, PA, USA","Glassboro, NJ, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Glassboro, NJ, USA","Glassboro, NJ, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Glassboro, NJ, USA","Ann Arbor, MI, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Ann Arbor, MI, USA","Ann Arbor, MI, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Ann Arbor, MI, USA","Kalamazoo, MI, USA",#cf4c74,#c7427c,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Kalamazoo, MI, USA","Kalamazoo, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Kalamazoo, MI, USA","East Lansing, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"East Lansing, MI, USA","East Lansing, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"East Lansing, MI, USA","East Lansing, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"East Lansing, MI, USA","East Lansing, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"East Lansing, MI, USA","Minneapolis, MN, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97257,#ee7b51
"Minneapolis, MN, USA","Minneapolis, MN, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Minneapolis, MN, USA","St. Louis, MO, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"St. Louis, MO, USA","St. Louis, MO, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"St. Louis, MO, USA","Chicago, IL, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Chicago, IL, USA","Chicago, IL, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Chicago, IL, USA","Akron, OH, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Akron, OH, USA","Akron, OH, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Akron, OH, USA","Detroit, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Detroit, MI, USA","Detroit, MI, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"Detroit, MI, USA","New York City, NY, USA",#d04d73,#c6417d,#d24f71,#db5c68,#df6263,#e3685f,#e97158,#ee7b51
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#d14e72,#da5b69,#df6263,#e26660,#e97158,#ed7a52
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#d14e72,#da5b69,#de6164,#e26660,#e97158,#ed7a52
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#d14e72,#da5b69,#de6164,#e26660,#e97158,#ed7a52
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#d14e72,#da5b69,#de6164,#e26660,#e97158,#ed7a52
"New York City, NY, USA","New York City, NY, USA",#d04d73,#c6417d,#d14e72,#da5b69,#de6164,#e26660,#e97158,#ed7a52
"New York City, NY, USA","Boston, MA, USA",#d14e72,#c5407e,#d14e72,#da5b69,#de6164,#e26660,#e87059,#ed7a52
"Boston, MA, USA","Boston, MA, USA",#d14e72,#c5407e,#d14e72,#da5b69,#de6164,#e26561,#e87059,#ed7a52
"Boston, MA, USA","Princeton, NJ, USA",#d14e72,#c5407e,#d14e72,#da5b69,#de6164,#e26561,#e87059,#ed7a52
"Princeton, NJ, USA","Princeton, NJ, USA",#d14e72,#c5407e,#d14e72,#da5b69,#de6164,#e26561,#e87059,#ed7a52
"Princeton, NJ, USA","Newburgh, NY, USA",#d14e72,#c5407e,#d04d73,#da5b69,#de6164,#e26561,#e87059,#ed7a52
"Newburgh, NY, USA","Newburgh, NY, USA",#d14e72,#c5407e,#d04d73,#da5b69,#de6164,#e26561,#e87059,#ed7953
"Newburgh, NY, USA","Montclair, NJ, USA",#d14e72,#c5407e,#d04d73,#da5b69,#de6164,#e26561,#e87059,#ed7953
"Montclair, NJ, USA","Montclair, NJ, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de6164,#e26561,#e87059,#ed7953
"Montclair, NJ, USA","Washington, D.C., USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de6164,#e26561,#e87059,#ed7953
"Washington, D.C., USA","Washington, D.C., USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e87059,#ed7953
"Washington, D.C., USA","Pittsburgh, PA, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e87059,#ed7953
"Pittsburgh, PA, USA","Pittsburgh, PA, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e87059,#ed7953
"Pittsburgh, PA, USA","Raleigh, NC, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e87059,#ed7953
"Raleigh, NC, USA","Raleigh, NC, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e87059,#ed7953
"Raleigh, NC, USA","Charlotte, NC, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e87059,#ed7953
"Charlotte, NC, USA","Charlotte, NC, USA",#d14e72,#c5407e,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Charlotte, NC, USA","Atlanta, GA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Atlanta, GA, USA","Atlanta, GA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Atlanta, GA, USA","Birmingham, AL, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Birmingham, AL, USA","Birmingham, AL, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Birmingham, AL, USA","New Orleans, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"New Orleans, LA, USA","New Orleans, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"New Orleans, LA, USA","Baton Rouge, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Baton Rouge, LA, USA","Baton Rouge, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Baton Rouge, LA, USA","Houston, TX, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e26561,#e76f5a,#ed7953
"Houston, TX, USA","Houston, TX, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Houston, TX, USA","Austin, TX, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Austin, TX, USA","Austin, TX, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Austin, TX, USA","Grambling, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Grambling, LA, USA","Grambling, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Grambling, LA, USA","Ruston, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Ruston, LA, USA","Ruston, LA, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"Ruston, LA, USA","New York City, NY, USA",#d24f71,#c43e7f,#d04d73,#da5a6a,#de5f65,#e16462,#e76f5a,#ed7953
"New York City, NY, USA","New York City, NY, USA",#d24f71,#c43e7f,#cf4c74,#d9586a,#dd5e66,#e16462,#e76e5b,#ec7754
"New York City, NY, USA","New York City, NY, USA",#d35171,#c33d80,#cf4c74,#d9586a,#dd5e66,#e16462,#e76e5b,#ec7754
"New York City, NY, USA","New York City, NY, USA",#d35171,#c33d80,#cf4c74,#d9586a,#dd5e66,#e16462,#e76e5b,#ec7754
"New York City, NY, USA","New York City, NY, USA",#d35171,#c33d80,#cf4c74,#d9586a,#dd5e66,#e16462,#e76e5b,#ec7754
"New York City, NY, USA","New York City, NY, USA",#d35171,#c33d80,#cf4c74,#d9586a,#dd5e66,#e06363,#e76e5b,#ec7754
"New York City, NY, USA","Paris, France",#d35171,#c33d80,#cf4c74,#d9586a,#dd5e66,#e06363,#e76e5b,#ec7754
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e76e5b,#eb7655
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e76e5b,#eb7655
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e76e5b,#eb7655
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e66c5c,#eb7655
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e66c5c,#eb7655
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e66c5c,#eb7655
"Paris, France","Paris, France",#d35171,#c33d80,#ce4b75,#d8576b,#dc5d67,#e06363,#e66c5c,#eb7655
"Paris, France","Paris, France",#d45270,#c23c81,#ce4b75,#d8576b,#dc5d67,#e06363,#e66c5c,#eb7655
"Paris, France","Paris, France",#d45270,#c23c81,#ce4b75,#d8576b,#dc5d67,#e06363,#e66c5c,#eb7655
"Paris, France","Paris, France",#d45270,#c23c81,#ce4b75,#d8576b,#dc5d67,#df6263,#e66c5c,#eb7655
"Paris, France","Paris, France",#d45270,#c23c81,#ce4b75,#d8576b,#dc5d67,#df6263,#e66c5c,#eb7655
"Paris, France","New York City, NY, USA",#d45270,#c23c81,#ce4b75,#d8576b,#dc5d67,#df6263,#e66c5c,#eb7655
"New York City, NY, USA","New York City, NY, USA",#d5536f,#c13b82,#cd4a76,#d7566c,#db5c68,#de6164,#e56b5d,#eb7556
"New York City, NY, USA","New York City, NY, USA",#d5536f,#c13b82,#cd4a76,#d7566c,#db5c68,#de6164,#e56b5d,#eb7556
"New York City, NY, USA","New York City, NY, USA",#d5536f,#c13b82,#cd4a76,#d7566c,#db5c68,#de6164,#e56b5d,#eb7556
"New York City, NY, USA","East Hampton, NY, USA",#d5536f,#c13b82,#cd4a76,#d7566c,#db5c68,#de6164,#e56b5d,#eb7556
"East Hampton, NY, USA","East Hampton, NY, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56b5d,#ea7457
"East Hampton, NY, USA","Los Angeles, CA, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56b5d,#ea7457
"Los Angeles, CA, USA","Los Angeles, CA, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Los Angeles, CA, USA","Los Angeles, CA, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Los Angeles, CA, USA","Los Angeles, CA, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Los Angeles, CA, USA","Tempe, AZ, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Tempe, AZ, USA","Tempe, AZ, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Tempe, AZ, USA","Albuquerque, NM, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Albuquerque, NM, USA","Albuquerque, NM, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de6164,#e56a5d,#ea7457
"Albuquerque, NM, USA","Berkeley, CA, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de5f65,#e56a5d,#ea7457
"Berkeley, CA, USA","Berkeley, CA, USA",#d5536f,#c13b82,#cc4977,#d6556d,#da5b69,#de5f65,#e56a5d,#ea7457
"Berkeley, CA, USA","Oklahoma City, OK, USA",#d5546e,#c03a83,#cc4977,#d6556d,#da5b69,#de5f65,#e56a5d,#ea7457
"Oklahoma City, OK, USA","Oklahoma City, OK, USA",#d5546e,#c03a83,#cc4977,#d6556d,#da5b69,#de5f65,#e56a5d,#ea7457
"Oklahoma City, OK, USA","Stillwater, OK, USA",#d5546e,#c03a83,#cc4977,#d6556d,#da5b69,#de5f65,#e56a5d,#ea7457
"Stillwater, OK, USA","Stillwater, OK, USA",#d5546e,#c03a83,#cc4977,#d6556d,#da5b69,#de5f65,#e56a5d,#ea7457
"Stillwater, OK, USA","Wichita, KS, USA",#d5546e,#c03a83,#cc4977,#d6556d,#da5a6a,#de5f65,#e56a5d,#e97257
"Wichita, KS, USA","Wichita, KS, USA",#d5546e,#c03a83,#cc4977,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Wichita, KS, USA","Wichita, KS, USA",#d5546e,#c03a83,#cc4977,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Wichita, KS, USA","Wichita, KS, USA",#d5546e,#c03a83,#cc4977,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Wichita, KS, USA","Kansas City, KS, USA",#d5546e,#c03a83,#cc4977,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Kansas City, KS, USA","Kansas City, KS, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Kansas City, KS, USA","Omaha, NE, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Omaha, NE, USA","Omaha, NE, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Omaha, NE, USA","Manhattan, KS, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Manhattan, KS, USA","Manhattan, KS, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Manhattan, KS, USA","Lincoln, NE, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Lincoln, NE, USA","Lincoln, NE, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e56a5d,#e97257
"Lincoln, NE, USA","New York City, NY, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#de5f65,#e4695e,#e97257
"New York City, NY, USA","New York City, NY, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#dd5e66,#e4695e,#e97257
"New York City, NY, USA","New York City, NY, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#dd5e66,#e4695e,#e97257
"New York City, NY, USA","New York City, NY, USA",#d5546e,#c03a83,#cc4778,#d5546e,#da5a6a,#dd5e66,#e4695e,#e97257
"New York City, NY, USA","New York City, NY, USA",#d6556d,#bf3984,#cc4778,#d5546e,#da5a6a,#dd5e66,#e4695e,#e97257
"New York City, NY, USA","New York City, NY, USA",#d6556d,#bf3984,#cc4778,#d5546e,#da5a6a,#dd5e66,#e4695e,#e97158
"New York City, NY, USA","New York City, NY, USA",#d6556d,#bf3984,#cc4778,#d5536f,#d9586a,#dd5e66,#e4695e,#e97158
"New York City, NY, USA","New York City, NY, USA",#d6556d,#bf3984,#cb4679,#d5536f,#d9586a,#dd5e66,#e4695e,#e97158
"New York City, NY, USA","Detroit, MI, USA",#d6556d,#bf3984,#cb4679,#d5536f,#d9586a,#dd5e66,#e4695e,#e97158
"Detroit, MI, USA","Detroit, MI, USA",#d6556d,#bf3984,#cb4679,#d5536f,#d9586a,#dd5e66,#e3685f,#e97158
